Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,12,299.890,0.2324
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,220,293.257,0.0432
llama3:8b,How do I negotiate my salary during a job offer?,11,299.878,0.2548
llama3:8b,Can you summarize the key points of the book Atomic Habits?,9,299.901,0.3079
llama3:8b,What are some tips to stay focused while studying?,4,300.059,0.6513
llama3:8b,How do I write a professional follow-up email after a job in...,11,299.836,0.2570
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,7,299.954,0.3865
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,3,300.076,0.8620
llama3:8b,What are some fun icebreaker questions for team meetings?,11,299.869,0.2564
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,4,300.125,0.6558
llama3:8b,How do I write a professional follow-up email after a job in...,10,299.934,0.2767
llama3:8b,How do I negotiate my salary during a job offer?,10,299.974,0.2767
llama3:8b,Can you summarize the key points of the book Atomic Habits?,10,299.878,0.2787
llama3:8b,Can you summarize the key points of the book Atomic Habits?,12,299.960,0.2328
llama3:8b,Can you summarize the key points of the book Atomic Habits?,11,299.866,0.2543
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,11,299.868,0.2559
llama3:8b,How can I start a simple workout routine at home with no equ...,173,294.627,0.0466
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,11,299.824,0.2636
llama3:8b,How do I negotiate my salary during a job offer?,7,299.987,0.3902
llama3:8b,Can you summarize the key points of the book Atomic Habits?,8,299.916,0.3447
llama3:8b,What are some tips to stay focused while studying?,8,299.940,0.3443
llama3:8b,How do I write a professional follow-up email after a job in...,4,300.061,0.6501
llama3:8b,What are some tips to stay focused while studying?,95,297.126,0.0584
llama3:8b,What are some fun icebreaker questions for team meetings?,18,299.680,0.1701
llama3:8b,Can you summarize the key points of the book Atomic Habits?,76,297.796,0.0641
llama3:8b,Can you explain inflation in simple terms?,4,300.161,0.6515
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,33,299.150,0.1069
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,20,299.558,0.1562
llama3:8b,What's the difference between anxiety and stress?,19,299.630,0.1597
llama3:8b,What are some tips to stay focused while studying?,20,299.621,0.1572
llama3:8b,Can you explain inflation in simple terms?,16,299.685,0.1864
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,16,299.672,0.1868
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,37,299.050,0.0976
llama3:8b,What are some tips to stay focused while studying?,35,299.194,0.0991
llama3:8b,What's the difference between anxiety and stress?,41,298.959,0.0909
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,34,302.296,0.1038
llama3:8b,Can you explain inflation in simple terms?,50,298.657,0.0804
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,73,297.943,0.0646
llama3:8b,What's the difference between anxiety and stress?,82,297.651,0.0613
llama3:8b,What are some fun icebreaker questions for team meetings?,275,273.634,0.0316
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,365,240.961,0.0314
llama3:8b,Can you explain inflation in simple terms?,428,274.022,0.0318
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,385,288.105,0.0380
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,442,286.097,0.0316
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,397,287.699,0.0377
llama3:8b,How do I write a professional follow-up email after a job in...,436,238.950,0.0316
llama3:8b,Can you explain inflation in simple terms?,443,286.166,0.0373
llama3:8b,How do I negotiate my salary during a job offer?,576,254.532,0.0317
llama3:8b,Can you summarize the key points of the book Atomic Habits?,524,271.757,0.0319
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,371,275.785,0.0329
llama3:8b,What's the difference between anxiety and stress?,481,280.976,0.0322
llama3:8b,What are some fun icebreaker questions for team meetings?,497,277.745,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,409,250.885,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,437,279.342,0.0326
llama3:8b,How do I negotiate my salary during a job offer?,541,279.372,0.0329
llama3:8b,What's the difference between anxiety and stress?,470,277.486,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,479,250.900,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,395,253.334,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,472,268.020,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,578,249.526,0.0326
llama3:8b,What's the difference between anxiety and stress?,471,267.780,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,445,279.567,0.0333
llama3:8b,What's the difference between anxiety and stress?,435,274.349,0.0332
llama3:8b,What's the difference between anxiety and stress?,498,264.215,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,446,256.660,0.0331
llama3:8b,What are some fun icebreaker questions for team meetings?,427,268.325,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,529,256.239,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,331,260.606,0.0326
llama3:8b,How do I write a professional follow-up email after a job in...,530,248.932,0.0325
llama3:8b,What are some tips to stay focused while studying?,515,243.575,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,538,262.196,0.0324
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,277,249.466,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,592,253.035,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,603,247.856,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,317,268.738,0.0325
llama3:8b,Can you explain inflation in simple terms?,410,266.903,0.0323
llama3:8b,Can you explain inflation in simple terms?,465,248.563,0.0332
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,365,264.672,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,298,238.923,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,526,243.785,0.0333
llama3:8b,Can you summarize the key points of the book Atomic Habits?,578,254.697,0.0323
llama3:8b,Can you explain inflation in simple terms?,412,235.275,0.0323
llama3:8b,How can I start a simple workout routine at home with no equ...,563,236.161,0.0323
llama3:8b,What's the difference between anxiety and stress?,547,267.258,0.0325
llama3:8b,Can you explain inflation in simple terms?,324,240.584,0.0322
llama3:8b,Can you explain inflation in simple terms?,427,263.445,0.0323
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,356,263.330,0.0319
llama3:8b,Can you summarize the key points of the book Atomic Habits?,619,245.562,0.0332
llama3:8b,What are some tips to stay focused while studying?,471,244.456,0.0332
llama3:8b,What are some tips to stay focused while studying?,574,266.284,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,465,248.862,0.0333
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,811,240.387,0.0333
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,445,238.752,0.0320
llama3:8b,What's the difference between anxiety and stress?,365,270.787,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,513,228.698,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,434,221.829,0.0316
llama3:8b,How do I negotiate my salary during a job offer?,493,225.386,0.0317
llama3:8b,Can you explain inflation in simple terms?,409,269.405,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,622,265.386,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,530,254.307,0.0341
llama3:8b,Can you summarize the key points of the book Atomic Habits?,609,254.869,0.0341
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,335,231.366,0.0315
llama3:8b,How can I start a simple workout routine at home with no equ...,472,230.453,0.0315
llama3:8b,What's the difference between anxiety and stress?,464,251.285,0.0345
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,847,268.293,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,579,255.764,0.0345
llama3:8b,Can you summarize the key points of the book Atomic Habits?,539,224.707,0.0316
llama3:8b,How do I write a professional follow-up email after a job in...,540,223.462,0.0317
llama3:8b,What's the difference between anxiety and stress?,384,276.201,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,298,263.870,0.0340
llama3:8b,How can I start a simple workout routine at home with no equ...,677,271.432,0.0333
llama3:8b,How do I write a professional follow-up email after a job in...,470,269.686,0.0339
llama3:8b,What are some fun icebreaker questions for team meetings?,480,263.524,0.0338
llama3:8b,What are some fun icebreaker questions for team meetings?,463,221.402,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,526,221.269,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,460,272.936,0.0339
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,322,265.734,0.0334
llama3:8b,How do I negotiate my salary during a job offer?,577,262.401,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,464,226.282,0.0325
llama3:8b,What's the difference between anxiety and stress?,483,222.416,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,586,265.700,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,510,271.871,0.0335
llama3:8b,How do I negotiate my salary during a job offer?,483,266.571,0.0330
llama3:8b,Can you explain inflation in simple terms?,425,211.926,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,425,205.729,0.0323
llama3:8b,How can I start a simple workout routine at home with no equ...,509,267.175,0.0328
llama3:8b,What's the difference between anxiety and stress?,477,268.442,0.0331
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,822,269.669,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,468,199.211,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,525,254.411,0.0330
llama3:8b,Can you explain inflation in simple terms?,464,199.046,0.0321
llama3:8b,How do I negotiate my salary during a job offer?,576,268.569,0.0332
llama3:8b,Can you explain inflation in simple terms?,466,256.976,0.0327
llama3:8b,What's the difference between anxiety and stress?,532,239.851,0.0329
llama3:8b,Can you explain inflation in simple terms?,476,275.374,0.0341
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,382,246.243,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,580,205.146,0.0324
llama3:8b,How can I start a simple workout routine at home with no equ...,649,205.089,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,412,212.284,0.0326
llama3:8b,Can you explain inflation in simple terms?,466,275.349,0.0339
llama3:8b,Can you explain inflation in simple terms?,399,272.562,0.0335
llama3:8b,What are some tips to stay focused while studying?,530,201.393,0.0328
llama3:8b,What are some tips to stay focused while studying?,571,245.540,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,505,247.442,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,513,273.171,0.0330
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,344,211.525,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,521,276.783,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,561,241.187,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,497,274.606,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,649,212.276,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,556,279.439,0.0324
llama3:8b,What's the difference between anxiety and stress?,452,243.567,0.0325
llama3:8b,Can you explain inflation in simple terms?,480,245.642,0.0325
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,681,205.291,0.0322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,792,240.437,0.0328
llama3:8b,How do I write a professional follow-up email after a job in...,519,275.323,0.0327
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,687,203.139,0.0318
llama3:8b,How can I start a simple workout routine at home with no equ...,466,249.562,0.0337
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,384,279.985,0.0333
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,360,209.510,0.0322
llama3:8b,How do I write a professional follow-up email after a job in...,501,279.620,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,399,253.590,0.0342
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,818,202.132,0.0320
llama3:8b,Can you summarize the key points of the book Atomic Habits?,557,207.826,0.0322
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,528,252.678,0.0342
llama3:8b,How can I start a simple workout routine at home with no equ...,579,253.557,0.0342
llama3:8b,Can you explain inflation in simple terms?,411,286.322,0.0398
llama3:8b,Can you explain inflation in simple terms?,337,261.074,0.0338
llama3:8b,How do I negotiate my salary during a job offer?,567,199.369,0.0329
llama3:8b,Can you explain inflation in simple terms?,316,289.529,0.0416
llama3:8b,How can I start a simple workout routine at home with no equ...,268,291.207,0.0428
llama3:8b,How can I start a simple workout routine at home with no equ...,376,287.536,0.0403
llama3:8b,What are some fun icebreaker questions for team meetings?,227,292.607,0.0444
llama3:8b,What's the difference between anxiety and stress?,163,294.740,0.0487
llama3:8b,What's the difference between anxiety and stress?,548,204.620,0.0333
llama3:8b,Can you summarize the key points of the book Atomic Habits?,562,255.379,0.0337
llama3:8b,How can I start a simple workout routine at home with no equ...,266,291.314,0.0428
llama3:8b,What are some tips to stay focused while studying?,494,256.332,0.0337
llama3:8b,What are some tips to stay focused while studying?,557,207.750,0.0331
llama3:8b,What's the difference between anxiety and stress?,161,294.872,0.0484
llama3:8b,What are some tips to stay focused while studying?,172,294.626,0.0473
llama3:8b,What are some fun icebreaker questions for team meetings?,160,294.921,0.0485
llama3:8b,What are some tips to stay focused while studying?,74,297.884,0.0653
llama3:8b,How do I negotiate my salary during a job offer?,78,297.783,0.0628
llama3:8b,How do I negotiate my salary during a job offer?,558,256.452,0.0338
llama3:8b,Can you explain inflation in simple terms?,514,256.372,0.0338
llama3:8b,How can I start a simple workout routine at home with no equ...,762,199.313,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,543,202.766,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,401,287.506,0.0379
llama3:8b,Can you summarize the key points of the book Atomic Habits?,576,204.615,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,478,198.630,0.0329
llama3:8b,What are some tips to stay focused while studying?,532,259.589,0.0335
llama3:8b,Can you summarize the key points of the book Atomic Habits?,577,259.734,0.0336
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,627,276.069,0.0318
llama3:8b,Can you summarize the key points of the book Atomic Habits?,489,259.409,0.0337
llama3:8b,How do I write a professional follow-up email after a job in...,509,263.574,0.0335
llama3:8b,How do I write a professional follow-up email after a job in...,470,200.426,0.0327
llama3:8b,What's the difference between anxiety and stress?,503,270.207,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,415,270.255,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,765,266.189,0.0322
llama3:8b,What are some tips to stay focused while studying?,548,201.026,0.0325
llama3:8b,Can you explain inflation in simple terms?,389,208.909,0.0319
llama3:8b,What's the difference between anxiety and stress?,470,208.224,0.0321
llama3:8b,How can I start a simple workout routine at home with no equ...,436,275.995,0.0334
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,406,266.607,0.0323
llama3:8b,How do I write a professional follow-up email after a job in...,545,270.737,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,527,269.751,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,461,215.447,0.0318
llama3:8b,What are some fun icebreaker questions for team meetings?,439,269.870,0.0337
llama3:8b,Can you summarize the key points of the book Atomic Habits?,509,269.698,0.0337
llama3:8b,How can I start a simple workout routine at home with no equ...,577,272.296,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,718,264.415,0.0322
llama3:8b,Can you summarize the key points of the book Atomic Habits?,567,220.318,0.0317
llama3:8b,Can you summarize the key points of the book Atomic Habits?,532,221.959,0.0317
llama3:8b,What are some fun icebreaker questions for team meetings?,386,264.782,0.0336
llama3:8b,What are some fun icebreaker questions for team meetings?,373,228.534,0.0319
llama3:8b,What are some fun icebreaker questions for team meetings?,454,269.769,0.0329
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,816,218.145,0.0320
llama3:8b,How do I negotiate my salary during a job offer?,523,272.356,0.0326
llama3:8b,What are some fun icebreaker questions for team meetings?,449,268.687,0.0338
llama3:8b,Can you explain inflation in simple terms?,420,265.368,0.0338
llama3:8b,How can I start a simple workout routine at home with no equ...,701,275.675,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,440,259.948,0.0339
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,403,237.504,0.0327
llama3:8b,Can you explain inflation in simple terms?,413,237.837,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,513,273.909,0.0329
llama3:8b,What's the difference between anxiety and stress?,436,262.544,0.0334
llama3:8b,How do I write a professional follow-up email after a job in...,470,242.155,0.0332
llama3:8b,What are some tips to stay focused while studying?,523,278.330,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,469,257.617,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,552,259.945,0.0326
llama3:8b,What are some tips to stay focused while studying?,501,252.193,0.0324
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,626,279.711,0.0367
llama3:8b,What are some tips to stay focused while studying?,518,277.245,0.0327
llama3:8b,How can I start a simple workout routine at home with no equ...,522,250.009,0.0326
llama3:8b,What are some tips to stay focused while studying?,543,250.200,0.0325
llama3:8b,Can you summarize the key points of the book Atomic Habits?,580,256.134,0.0323
llama3:8b,Can you explain inflation in simple terms?,440,283.669,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,600,280.359,0.0372
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,372,266.331,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,581,256.717,0.0316
llama3:8b,What are some tips to stay focused while studying?,505,265.152,0.0329
llama3:8b,What's the difference between anxiety and stress?,440,267.431,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,451,285.321,0.0385
llama3:8b,Can you summarize the key points of the book Atomic Habits?,515,283.437,0.0374
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,483,266.617,0.0316
llama3:8b,What are some fun icebreaker questions for team meetings?,379,288.044,0.0387
llama3:8b,How can I start a simple workout routine at home with no equ...,671,265.621,0.0316
llama3:8b,What are some fun icebreaker questions for team meetings?,415,274.609,0.0321
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,452,285.721,0.0375
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,396,280.210,0.0329
llama3:8b,Can you summarize the key points of the book Atomic Habits?,569,273.711,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,479,284.825,0.0373
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,772,273.678,0.0331
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,463,285.285,0.0377
llama3:8b,How can I start a simple workout routine at home with no equ...,385,287.784,0.0387
llama3:8b,How do I write a professional follow-up email after a job in...,255,291.962,0.0420
llama3:8b,What are some tips to stay focused while studying?,166,294.827,0.0473
llama3:8b,How can I start a simple workout routine at home with no equ...,690,277.336,0.0367
llama3:8b,Can you summarize the key points of the book Atomic Habits?,53,298.422,0.0800
llama3:8b,Can you summarize the key points of the book Atomic Habits?,593,280.574,0.0373
llama3:8b,How do I write a professional follow-up email after a job in...,49,298.614,0.0827
llama3:8b,What's the difference between anxiety and stress?,53,298.458,0.0793
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,223,292.793,0.0443
llama3:8b,How do I write a professional follow-up email after a job in...,22,299.487,0.1443
llama3:8b,How can I start a simple workout routine at home with no equ...,17,299.649,0.1780
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,13,299.783,0.2232
llama3:8b,How do I negotiate my salary during a job offer?,538,281.036,0.0327
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,11,299.841,0.2653
llama3:8b,What's the difference between anxiety and stress?,73,297.843,0.0670
llama3:8b,Can you summarize the key points of the book Atomic Habits?,12,299.807,0.2380
llama3:8b,How do I negotiate my salary during a job offer?,29,299.224,0.1186
llama3:8b,How do I negotiate my salary during a job offer?,18,299.644,0.1710
llama3:8b,Can you summarize the key points of the book Atomic Habits?,23,299.428,0.1419
llama3:8b,What's the difference between anxiety and stress?,20,299.578,0.1546
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,19,299.608,0.1611
llama3:8b,What are some tips to stay focused while studying?,11,299.896,0.2527
llama3:8b,How can I start a simple workout routine at home with no equ...,4,300.140,0.6490
llama3:8b,How do I negotiate my salary during a job offer?,12,299.788,0.2409
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,5,300.018,0.5312
llama3:8b,How do I write a professional follow-up email after a job in...,16,299.657,0.1880
llama3:8b,How do I negotiate my salary during a job offer?,14,299.756,0.2116
llama3:8b,How do I write a professional follow-up email after a job in...,7,299.953,0.3926
llama3:8b,What are some tips to stay focused while studying?,14,299.792,0.2101
llama3:8b,What are some fun icebreaker questions for team meetings?,10,299.884,0.2803
llama3:8b,Can you summarize the key points of the book Atomic Habits?,18,299.640,0.1694
llama3:8b,Can you summarize the key points of the book Atomic Habits?,25,299.408,0.1310
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,28,299.316,0.1196
llama3:8b,What's the difference between anxiety and stress?,28,299.331,0.1190
llama3:8b,What's the difference between anxiety and stress?,33,299.164,0.1060
llama3:8b,What's the difference between anxiety and stress?,32,299.219,0.1077
llama3:8b,What are some fun icebreaker questions for team meetings?,25,299.461,0.1284
llama3:8b,What are some fun icebreaker questions for team meetings?,7,299.989,0.3859
llama3:8b,What are some tips to stay focused while studying?,5,300.035,0.5252
llama3:8b,How do I negotiate my salary during a job offer?,9,299.905,0.3061
llama3:8b,How can I start a simple workout routine at home with no equ...,38,299.022,0.0962
llama3:8b,What's the difference between anxiety and stress?,34,299.148,0.1039
llama3:8b,What are some fun icebreaker questions for team meetings?,34,299.172,0.1034
llama3:8b,What are some fun icebreaker questions for team meetings?,26,299.375,0.1276
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,37,299.072,0.0971
llama3:8b,What's the difference between anxiety and stress?,42,298.916,0.0900
llama3:8b,What are some tips to stay focused while studying?,38,299.041,0.0962
llama3:8b,What are some tips to stay focused while studying?,71,297.999,0.0690
llama3:8b,What's the difference between anxiety and stress?,60,298.336,0.0725
llama3:8b,What are some tips to stay focused while studying?,473,284.768,0.0379
llama3:8b,What are some tips to stay focused while studying?,403,287.055,0.0387
llama3:8b,Can you summarize the key points of the book Atomic Habits?,307,290.220,0.0408
llama3:8b,What are some fun icebreaker questions for team meetings?,66,298.150,0.0684
llama3:8b,Can you explain inflation in simple terms?,272,275.798,0.0315
llama3:8b,Can you summarize the key points of the book Atomic Habits?,206,293.736,0.0434
llama3:8b,What's the difference between anxiety and stress?,326,289.786,0.0395
llama3:8b,Can you summarize the key points of the book Atomic Habits?,332,289.663,0.0392
llama3:8b,Can you explain inflation in simple terms?,266,291.732,0.0412
llama3:8b,How can I start a simple workout routine at home with no equ...,375,288.183,0.0386
llama3:8b,What's the difference between anxiety and stress?,334,289.594,0.0391
llama3:8b,How do I write a professional follow-up email after a job in...,348,289.151,0.0389
llama3:8b,What are some fun icebreaker questions for team meetings?,490,275.623,0.0317
llama3:8b,What's the difference between anxiety and stress?,161,295.086,0.0471
llama3:8b,How do I write a professional follow-up email after a job in...,192,294.112,0.0447
llama3:8b,What are some tips to stay focused while studying?,554,277.939,0.0324
llama3:8b,What's the difference between anxiety and stress?,550,274.402,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,168,294.855,0.0466
llama3:8b,What are some tips to stay focused while studying?,583,275.963,0.0320
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,363,272.289,0.0328
llama3:8b,What's the difference between anxiety and stress?,277,436.877,0.4915
llama3:8b,Can you summarize the key points of the book Atomic Habits?,595,326.324,0.0003
llama3:8b,How can I start a simple workout routine at home with no equ...,511,278.570,0.0323
llama3:8b,How do I negotiate my salary during a job offer?,267,291.785,0.0411
llama3:8b,What are some tips to stay focused while studying?,259,291.985,0.0413
llama3:8b,Can you summarize the key points of the book Atomic Habits?,533,274.309,0.0323
llama3:8b,How do I write a professional follow-up email after a job in...,499,271.777,0.0328
llama3:8b,What are some fun icebreaker questions for team meetings?,309,290.391,0.0398
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,336,289.522,0.0392
llama3:8b,What's the difference between anxiety and stress?,228,292.960,0.0427
llama3:8b,How can I start a simple workout routine at home with no equ...,311,290.503,0.0393
llama3:8b,How do I write a professional follow-up email after a job in...,372,278.710,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,616,276.613,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,541,275.519,0.0326
llama3:8b,What's the difference between anxiety and stress?,480,281.052,0.0330
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,624,271.895,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,380,288.329,0.0378
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,425,281.497,0.0334
llama3:8b,How can I start a simple workout routine at home with no equ...,590,272.835,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,359,289.044,0.0380
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,457,282.591,0.0311
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,352,283.866,0.0338
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,512,284.157,0.0361
llama3:8b,Can you summarize the key points of the book Atomic Habits?,500,282.164,0.0336
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,524,272.099,0.0332
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,789,269.796,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,467,274.141,0.0315
llama3:8b,Can you explain inflation in simple terms?,482,283.959,0.0388
llama3:8b,What's the difference between anxiety and stress?,454,274.449,0.0334
llama3:8b,Can you summarize the key points of the book Atomic Habits?,467,285.494,0.0368
llama3:8b,How do I write a professional follow-up email after a job in...,577,275.349,0.0335
llama3:8b,What are some fun icebreaker questions for team meetings?,410,285.220,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,640,273.343,0.0319
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,628,279.322,0.0372
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,327,267.638,0.0322
llama3:8b,How can I start a simple workout routine at home with no equ...,371,287.994,0.0395
llama3:8b,What are some tips to stay focused while studying?,564,275.112,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,355,288.343,0.0403
llama3:8b,Can you explain inflation in simple terms?,497,278.628,0.0331
llama3:8b,What are some tips to stay focused while studying?,489,277.917,0.0331
llama3:8b,How do I negotiate my salary during a job offer?,505,283.468,0.0381
llama3:8b,How do I negotiate my salary during a job offer?,641,273.941,0.0325
llama3:8b,How do I write a professional follow-up email after a job in...,512,275.492,0.0328
llama3:8b,Can you explain inflation in simple terms?,420,286.186,0.0394
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,435,285.869,0.0390
llama3:8b,What are some fun icebreaker questions for team meetings?,401,275.473,0.0330
llama3:8b,How do I negotiate my salary during a job offer?,570,275.863,0.0322
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,474,276.383,0.0320
llama3:8b,How do I write a professional follow-up email after a job in...,513,283.141,0.0381
llama3:8b,Can you summarize the key points of the book Atomic Habits?,385,287.516,0.0395
llama3:8b,What are some fun icebreaker questions for team meetings?,463,276.204,0.0329
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,399,280.193,0.0318
llama3:8b,What's the difference between anxiety and stress?,507,274.506,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,731,276.660,0.0357
llama3:8b,What are some fun icebreaker questions for team meetings?,408,286.678,0.0392
llama3:8b,How do I write a professional follow-up email after a job in...,491,271.305,0.0330
llama3:8b,What's the difference between anxiety and stress?,526,279.727,0.0326
