Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
gemma3:4b,What are some tips to stay focused while studying?,54,299.416,0.0645
gemma3:4b,What are some tips to stay focused while studying?,25,299.936,0.1187
gemma3:4b,How do I write a professional follow-up email after a job in...,49,299.453,0.0704
gemma3:4b,What are some fun icebreaker questions for team meetings?,43,299.433,0.0773
gemma3:4b,How do I write a professional follow-up email after a job in...,41,299.495,0.0799
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,50,299.377,0.0692
gemma3:4b,How do I write a professional follow-up email after a job in...,1,300.338,2.5085
gemma3:4b,How can I start a simple workout routine at home with no equ...,51,299.436,0.0673
gemma3:4b,Can you explain inflation in simple terms?,44,299.520,0.0762
gemma3:4b,How do I write a professional follow-up email after a job in...,51,299.434,0.0674
gemma3:4b,Can you explain inflation in simple terms?,2,300.338,1.2670
gemma3:4b,What's the difference between anxiety and stress?,47,299.495,0.0719
gemma3:4b,What are some tips to stay focused while studying?,110,298.319,0.0414
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,17,299.844,0.1660
gemma3:4b,How do I negotiate my salary during a job offer?,28,299.658,0.1073
gemma3:4b,How do I negotiate my salary during a job offer?,44,299.428,0.0756
gemma3:4b,What are some tips to stay focused while studying?,48,299.404,0.0699
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,49,299.394,0.0700
gemma3:4b,How do I negotiate my salary during a job offer?,52,299.402,0.0658
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,28,299.821,0.1080
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,51,299.396,0.0680
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,51,299.393,0.0680
gemma3:4b,How can I start a simple workout routine at home with no equ...,43,299.409,0.0777
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,69,299.000,0.0548
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,48,299.389,0.0712
gemma3:4b,Can you explain inflation in simple terms?,151,297.462,0.0356
gemma3:4b,How do I negotiate my salary during a job offer?,53,299.393,0.0653
gemma3:4b,What are some tips to stay focused while studying?,53,299.395,0.0653
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,50,299.394,0.0694
gemma3:4b,How can I start a simple workout routine at home with no equ...,69,298.943,0.0540
gemma3:4b,How do I negotiate my salary during a job offer?,448,291.666,0.0246
gemma3:4b,How can I start a simple workout routine at home with no equ...,307,294.207,0.0276
gemma3:4b,How do I write a professional follow-up email after a job in...,355,293.681,0.0253
gemma3:4b,How do I write a professional follow-up email after a job in...,409,292.430,0.0250
gemma3:4b,How do I negotiate my salary during a job offer?,263,295.222,0.0283
gemma3:4b,What are some fun icebreaker questions for team meetings?,760,285.536,0.0225
gemma3:4b,What's the difference between anxiety and stress?,852,256.097,0.0192
gemma3:4b,What are some fun icebreaker questions for team meetings?,334,293.893,0.0263
gemma3:4b,What are some fun icebreaker questions for team meetings?,482,291.104,0.0240
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1080,279.308,0.0216
gemma3:4b,How do I write a professional follow-up email after a job in...,1204,269.319,0.0196
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,425,292.173,0.0247
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1239,274.265,0.0191
gemma3:4b,How do I negotiate my salary during a job offer?,1340,269.606,0.0198
gemma3:4b,What's the difference between anxiety and stress?,876,248.579,0.0200
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1207,276.818,0.0214
gemma3:4b,How do I negotiate my salary during a job offer?,1316,261.950,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,283,294.629,0.0284
gemma3:4b,How do I negotiate my salary during a job offer?,77,298.757,0.0508
gemma3:4b,How can I start a simple workout routine at home with no equ...,981,234.868,0.0198
gemma3:4b,How do I negotiate my salary during a job offer?,834,284.327,0.0220
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,792,248.910,0.0198
gemma3:4b,Can you explain inflation in simple terms?,561,287.943,0.0187
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1294,217.022,0.0198
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,906,281.912,0.0229
gemma3:4b,What's the difference between anxiety and stress?,872,243.452,0.0196
gemma3:4b,How do I negotiate my salary during a job offer?,1353,269.492,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,699,286.102,0.0237
gemma3:4b,What are some tips to stay focused while studying?,944,279.554,0.0199
gemma3:4b,How do I negotiate my salary during a job offer?,1233,273.600,0.0191
gemma3:4b,What are some fun icebreaker questions for team meetings?,413,291.908,0.0261
gemma3:4b,What are some tips to stay focused while studying?,926,269.388,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,515,289.883,0.0248
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1202,229.941,0.0201
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,241,295.381,0.0303
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1238,249.683,0.0198
gemma3:4b,What are some tips to stay focused while studying?,926,231.760,0.0200
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,813,282.052,0.0196
gemma3:4b,Can you explain inflation in simple terms?,450,240.890,0.0192
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,552,289.147,0.0245
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,705,286.474,0.0230
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,819,278.300,0.0192
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1178,257.422,0.0200
gemma3:4b,Can you explain inflation in simple terms?,467,273.601,0.0193
gemma3:4b,Can you explain inflation in simple terms?,528,283.437,0.0199
gemma3:4b,How can I start a simple workout routine at home with no equ...,662,287.382,0.0231
gemma3:4b,How do I write a professional follow-up email after a job in...,1081,274.080,0.0192
gemma3:4b,How do I negotiate my salary during a job offer?,972,280.777,0.0225
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,773,245.687,0.0195
gemma3:4b,How can I start a simple workout routine at home with no equ...,1131,244.072,0.0194
gemma3:4b,How do I negotiate my salary during a job offer?,1266,270.362,0.0200
gemma3:4b,What are some tips to stay focused while studying?,915,274.984,0.0199
gemma3:4b,What are some fun icebreaker questions for team meetings?,1116,271.646,0.0195
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,860,261.675,0.0191
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,823,280.172,0.0200
gemma3:4b,What's the difference between anxiety and stress?,863,274.078,0.0200
gemma3:4b,How can I start a simple workout routine at home with no equ...,1058,272.661,0.0192
gemma3:4b,How can I start a simple workout routine at home with no equ...,1063,265.035,0.0196
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,796,261.037,0.0200
gemma3:4b,What's the difference between anxiety and stress?,877,281.426,0.0195
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1224,259.203,0.0200
gemma3:4b,What are some fun icebreaker questions for team meetings?,916,282.315,0.0222
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,856,271.511,0.0196
gemma3:4b,What are some tips to stay focused while studying?,783,284.501,0.0232
gemma3:4b,What are some fun icebreaker questions for team meetings?,251,295.427,0.0289
gemma3:4b,What are some fun icebreaker questions for team meetings?,1094,270.639,0.0197
gemma3:4b,How do I write a professional follow-up email after a job in...,1038,273.617,0.0197
gemma3:4b,How can I start a simple workout routine at home with no equ...,1130,276.436,0.0200
gemma3:4b,How can I start a simple workout routine at home with no equ...,1030,276.432,0.0200
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,812,283.737,0.0193
gemma3:4b,What are some fun icebreaker questions for team meetings?,599,288.171,0.0242
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,1185,277.151,0.0215
gemma3:4b,What are some tips to stay focused while studying?,259,294.972,0.0297
gemma3:4b,What's the difference between anxiety and stress?,464,291.026,0.0251
gemma3:4b,How can I start a simple workout routine at home with no equ...,693,286.635,0.0231
gemma3:4b,What are some fun icebreaker questions for team meetings?,175,296.679,0.0342
gemma3:4b,What are some tips to stay focused while studying?,834,284.010,0.0224
gemma3:4b,How do I write a professional follow-up email after a job in...,917,281.792,0.0228
gemma3:4b,What are some fun icebreaker questions for team meetings?,193,296.304,0.0330
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,146,297.293,0.0368
gemma3:4b,How do I write a professional follow-up email after a job in...,202,296.223,0.0320
gemma3:4b,What's the difference between anxiety and stress?,140,297.346,0.0380
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,99,298.163,0.0455
gemma3:4b,What's the difference between anxiety and stress?,490,290.675,0.0245
gemma3:4b,How can I start a simple workout routine at home with no equ...,100,298.250,0.0441
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,67,298.912,0.0563
gemma3:4b,What's the difference between anxiety and stress?,63,299.014,0.0580
gemma3:4b,How do I write a professional follow-up email after a job in...,67,298.881,0.0565
gemma3:4b,Can you explain inflation in simple terms?,150,297.347,0.0354
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,80,298.677,0.0499
gemma3:4b,What's the difference between anxiety and stress?,34,299.512,0.0928
gemma3:4b,Can you explain inflation in simple terms?,17,299.866,0.1647
gemma3:4b,How do I negotiate my salary during a job offer?,39,299.431,0.0830
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,25,299.717,0.1186
gemma3:4b,What are some fun icebreaker questions for team meetings?,23,299.749,0.1271
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,44,299.356,0.0763
gemma3:4b,What are some tips to stay focused while studying?,11,299.955,0.2471
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,30,299.619,0.1019
gemma3:4b,What's the difference between anxiety and stress?,15,299.905,0.1856
gemma3:4b,What are some tips to stay focused while studying?,49,299.268,0.0695
gemma3:4b,How do I negotiate my salary during a job offer?,132,297.534,0.0389
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,266,295.142,0.0284
gemma3:4b,How do I negotiate my salary during a job offer?,35,299.514,0.0904
gemma3:4b,How do I write a professional follow-up email after a job in...,39,299.451,0.0839
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,128,297.621,0.0394
gemma3:4b,How do I write a professional follow-up email after a job in...,70,298.844,0.0547
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,67,298.897,0.0564
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,81,298.659,0.0496
gemma3:4b,How can I start a simple workout routine at home with no equ...,60,299.005,0.0610
gemma3:4b,How do I negotiate my salary during a job offer?,26,299.667,0.1154
gemma3:4b,Can you explain inflation in simple terms?,63,298.981,0.0585
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,30,299.614,0.1020
gemma3:4b,How do I write a professional follow-up email after a job in...,187,296.637,0.0322
gemma3:4b,How do I negotiate my salary during a job offer?,85,298.482,0.0493
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,58,299.021,0.0630
gemma3:4b,What are some tips to stay focused while studying?,104,298.276,0.0422
gemma3:4b,How can I start a simple workout routine at home with no equ...,105,298.222,0.0423
gemma3:4b,What's the difference between anxiety and stress?,35,299.500,0.0904
gemma3:4b,What are some fun icebreaker questions for team meetings?,20,299.809,0.1429
gemma3:4b,What are some tips to stay focused while studying?,19,299.842,0.1486
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,14,299.919,0.1963
gemma3:4b,How do I negotiate my salary during a job offer?,26,299.692,0.1144
gemma3:4b,How can I start a simple workout routine at home with no equ...,48,299.255,0.0710
gemma3:4b,Can you explain inflation in simple terms?,7,300.026,0.3776
gemma3:4b,What are some fun icebreaker questions for team meetings?,52,299.208,0.0666
gemma3:4b,What are some tips to stay focused while studying?,45,299.326,0.0742
gemma3:4b,How can I start a simple workout routine at home with no equ...,78,298.714,0.0507
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,27,299.784,0.1070
gemma3:4b,What are some fun icebreaker questions for team meetings?,21,299.790,0.1370
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,16,299.874,0.1747
gemma3:4b,How do I write a professional follow-up email after a job in...,3,300.116,0.8497
gemma3:4b,What are some tips to stay focused while studying?,29,299.595,0.1059
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,31,299.552,0.1005
gemma3:4b,Can you explain inflation in simple terms?,6,300.051,0.4363
gemma3:4b,How can I start a simple workout routine at home with no equ...,1,300.162,2.5049
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,76,298.782,0.0511
gemma3:4b,How do I write a professional follow-up email after a job in...,85,298.488,0.0492
gemma3:4b,What are some tips to stay focused while studying?,57,299.031,0.0638
gemma3:4b,How do I write a professional follow-up email after a job in...,77,298.764,0.0507
gemma3:4b,How do I write a professional follow-up email after a job in...,72,298.827,0.0533
gemma3:4b,How do I write a professional follow-up email after a job in...,19,299.832,0.1490
gemma3:4b,What are some tips to stay focused while studying?,61,299.021,0.0597
gemma3:4b,What are some fun icebreaker questions for team meetings?,26,299.664,0.1158
gemma3:4b,How can I start a simple workout routine at home with no equ...,49,299.218,0.0704
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,45,299.258,0.0759
gemma3:4b,How can I start a simple workout routine at home with no equ...,93,298.424,0.0456
gemma3:4b,What are some fun icebreaker questions for team meetings?,79,298.677,0.0505
gemma3:4b,What are some fun icebreaker questions for team meetings?,40,299.448,0.0805
gemma3:4b,Can you explain inflation in simple terms?,11,299.956,0.2465
gemma3:4b,How can I start a simple workout routine at home with no equ...,40,299.461,0.0803
gemma3:4b,What are some fun icebreaker questions for team meetings?,6,300.059,0.4337
gemma3:4b,How do I negotiate my salary during a job offer?,22,299.749,0.1331
gemma3:4b,What are some tips to stay focused while studying?,12,299.927,0.2284
gemma3:4b,How do I negotiate my salary during a job offer?,11,299.972,0.2444
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,69,298.831,0.0556
gemma3:4b,What are some fun icebreaker questions for team meetings?,17,299.848,0.1659
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,14,299.881,0.1987
gemma3:4b,How can I start a simple workout routine at home with no equ...,30,299.608,0.1019
gemma3:4b,How do I write a professional follow-up email after a job in...,64,298.961,0.0579
gemma3:4b,How can I start a simple workout routine at home with no equ...,38,299.444,0.0846
gemma3:4b,How can I start a simple workout routine at home with no equ...,3,300.121,0.8475
gemma3:4b,Can you explain inflation in simple terms?,10,299.968,0.2699
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,89,298.460,0.0473
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,13,299.920,0.2112
gemma3:4b,What are some fun icebreaker questions for team meetings?,20,299.774,0.1449
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,16,299.864,0.1752
gemma3:4b,What are some tips to stay focused while studying?,11,299.983,0.2445
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,19,299.808,0.1511
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,18,299.836,0.1575
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,94,298.383,0.0456
gemma3:4b,What are some tips to stay focused while studying?,44,299.355,0.0753
gemma3:4b,How do I write a professional follow-up email after a job in...,127,297.792,0.0384
gemma3:4b,What are some fun icebreaker questions for team meetings?,44,299.352,0.0753
gemma3:4b,What are some tips to stay focused while studying?,49,299.180,0.0711
gemma3:4b,What's the difference between anxiety and stress?,91,298.481,0.0460
gemma3:4b,What are some tips to stay focused while studying?,106,298.234,0.0418
gemma3:4b,What are some tips to stay focused while studying?,38,299.463,0.0843
gemma3:4b,What's the difference between anxiety and stress?,90,298.530,0.0459
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,4,300.106,0.6398
gemma3:4b,What's the difference between anxiety and stress?,8,300.045,0.3287
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,33,299.552,0.0944
gemma3:4b,What's the difference between anxiety and stress?,16,299.879,0.1742
gemma3:4b,How do I negotiate my salary during a job offer?,48,299.293,0.0704
gemma3:4b,How do I write a professional follow-up email after a job in...,17,299.844,0.1663
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,12,299.953,0.2259
gemma3:4b,Can you explain inflation in simple terms?,42,299.385,0.0781
gemma3:4b,What are some fun icebreaker questions for team meetings?,46,299.307,0.0731
gemma3:4b,What are some fun icebreaker questions for team meetings?,94,298.299,0.0465
gemma3:4b,How do I negotiate my salary during a job offer?,19,299.834,0.1493
gemma3:4b,Can you explain inflation in simple terms?,8,300.038,0.3282
gemma3:4b,How can I start a simple workout routine at home with no equ...,19,299.787,0.1516
gemma3:4b,What are some fun icebreaker questions for team meetings?,58,299.006,0.0632
gemma3:4b,How can I start a simple workout routine at home with no equ...,5,300.088,0.5150
gemma3:4b,Can you explain inflation in simple terms?,14,299.905,0.1971
gemma3:4b,How do I negotiate my salary during a job offer?,17,299.867,0.1644
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,11,299.965,0.2462
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,115,298.007,0.0405
gemma3:4b,How do I negotiate my salary during a job offer?,22,299.735,0.1333
gemma3:4b,How do I negotiate my salary during a job offer?,28,299.617,0.1093
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,84,298.601,0.0484
gemma3:4b,How can I start a simple workout routine at home with no equ...,77,298.731,0.0511
gemma3:4b,What are some fun icebreaker questions for team meetings?,78,298.752,0.0503
gemma3:4b,What are some tips to stay focused while studying?,79,298.725,0.0498
gemma3:4b,What are some tips to stay focused while studying?,166,297.036,0.0339
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,74,298.801,0.0522
gemma3:4b,What are some tips to stay focused while studying?,23,299.728,0.1276
gemma3:4b,Can you explain inflation in simple terms?,34,299.490,0.0936
gemma3:4b,How do I negotiate my salary during a job offer?,43,299.310,0.0783
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,29,299.625,0.1049
gemma3:4b,How can I start a simple workout routine at home with no equ...,6,300.039,0.4379
gemma3:4b,How do I write a professional follow-up email after a job in...,91,298.431,0.0465
gemma3:4b,What are some fun icebreaker questions for team meetings?,11,299.940,0.2479
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,12,299.934,0.2276
gemma3:4b,What's the difference between anxiety and stress?,30,299.609,0.1019
gemma3:4b,What's the difference between anxiety and stress?,107,298.189,0.0418
gemma3:4b,What are some tips to stay focused while studying?,40,299.430,0.0813
gemma3:4b,What's the difference between anxiety and stress?,11,299.956,0.2462
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,68,298.902,0.0554
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,32,299.570,0.0968
gemma3:4b,Can you explain inflation in simple terms?,22,299.737,0.1331
gemma3:4b,How do I write a professional follow-up email after a job in...,20,299.786,0.1440
gemma3:4b,How do I negotiate my salary during a job offer?,38,299.458,0.0846
gemma3:4b,How do I write a professional follow-up email after a job in...,21,299.780,0.1377
gemma3:4b,What are some fun icebreaker questions for team meetings?,33,299.532,0.0950
gemma3:4b,What are some fun icebreaker questions for team meetings?,36,299.481,0.0885
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,88,298.522,0.0470
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,49,299.276,0.0695
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,25,299.701,0.1186
gemma3:4b,What's the difference between anxiety and stress?,52,299.148,0.0677
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,39,299.480,0.0818
gemma3:4b,Can you explain inflation in simple terms?,31,299.582,0.0994
gemma3:4b,How do I negotiate my salary during a job offer?,122,297.870,0.0393
gemma3:4b,What are some tips to stay focused while studying?,72,298.870,0.0529
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,74,298.819,0.0521
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,71,298.859,0.0536
gemma3:4b,What are some fun icebreaker questions for team meetings?,50,299.245,0.0687
gemma3:4b,How do I write a professional follow-up email after a job in...,5,300.080,0.5172
gemma3:4b,How do I write a professional follow-up email after a job in...,124,297.843,0.0389
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,66,298.925,0.0567
gemma3:4b,How can I start a simple workout routine at home with no equ...,54,299.149,0.0652
gemma3:4b,How can I start a simple workout routine at home with no equ...,16,299.889,0.1735
gemma3:4b,What's the difference between anxiety and stress?,6,300.067,0.4348
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,4,300.105,0.6397
gemma3:4b,How do I write a professional follow-up email after a job in...,22,299.769,0.1322
gemma3:4b,What's the difference between anxiety and stress?,13,299.945,0.2099
gemma3:4b,Can you explain inflation in simple terms?,88,298.508,0.0472
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,36,299.480,0.0886
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,163,296.937,0.0352
gemma3:4b,How do I write a professional follow-up email after a job in...,112,297.948,0.0421
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,37,299.461,0.0866
gemma3:4b,What are some tips to stay focused while studying?,31,299.583,0.0994
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,71,299.121,0.0499
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,108,298.156,0.0417
gemma3:4b,What's the difference between anxiety and stress?,67,298.908,0.0561
gemma3:4b,How can I start a simple workout routine at home with no equ...,90,298.481,0.0464
gemma3:4b,How do I write a professional follow-up email after a job in...,60,299.044,0.0604
gemma3:4b,How can I start a simple workout routine at home with no equ...,72,298.854,0.0529
gemma3:4b,Can you explain inflation in simple terms?,18,299.829,0.1575
gemma3:4b,What are some fun icebreaker questions for team meetings?,18,299.829,0.1573
gemma3:4b,What are some tips to stay focused while studying?,12,299.933,0.2274
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,9,300.016,0.2951
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,32,299.570,0.0967
gemma3:4b,What are some fun icebreaker questions for team meetings?,22,299.761,0.1319
gemma3:4b,What are some tips to stay focused while studying?,23,299.753,0.1266
gemma3:4b,What's the difference between anxiety and stress?,7,300.040,0.3745
gemma3:4b,What's the difference between anxiety and stress?,55,299.155,0.0639
gemma3:4b,What are some tips to stay focused while studying?,13,299.932,0.2109
gemma3:4b,How do I write a professional follow-up email after a job in...,67,298.922,0.0559
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,56,299.155,0.0627
gemma3:4b,What are some tips to stay focused while studying?,94,298.284,0.0466
gemma3:4b,Can you explain inflation in simple terms?,16,299.869,0.1749
gemma3:4b,What's the difference between anxiety and stress?,32,299.582,0.0964
gemma3:4b,What are some fun icebreaker questions for team meetings?,99,298.196,0.0452
gemma3:4b,What are some tips to stay focused while studying?,94,298.370,0.0457
gemma3:4b,How do I write a professional follow-up email after a job in...,16,299.868,0.1748
gemma3:4b,How can I start a simple workout routine at home with no equ...,13,299.894,0.2133
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,15,299.903,0.1842
gemma3:4b,What's the difference between anxiety and stress?,53,299.172,0.0660
gemma3:4b,What's the difference between anxiety and stress?,22,299.727,0.1337
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,63,298.988,0.0584
gemma3:4b,What are some tips to stay focused while studying?,65,298.994,0.0565
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,32,299.572,0.0966
gemma3:4b,What's the difference between anxiety and stress?,131,297.638,0.0383
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,18,299.827,0.1575
gemma3:4b,What are some tips to stay focused while studying?,48,299.226,0.0717
gemma3:4b,How can I start a simple workout routine at home with no equ...,14,299.911,0.1967
gemma3:4b,How do I negotiate my salary during a job offer?,61,299.008,0.0600
gemma3:4b,Can you explain inflation in simple terms?,15,299.896,0.1851
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,15,299.892,0.1850
gemma3:4b,How do I negotiate my salary during a job offer?,23,299.741,0.1271
gemma3:4b,How can I start a simple workout routine at home with no equ...,17,299.862,0.1653
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,76,298.662,0.0528
gemma3:4b,What are some fun icebreaker questions for team meetings?,104,298.251,0.0425
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,44,299.336,0.0759
gemma3:4b,What's the difference between anxiety and stress?,41,299.388,0.0802
gemma3:4b,How do I negotiate my salary during a job offer?,113,298.081,0.0407
gemma3:4b,How can I start a simple workout routine at home with no equ...,29,299.625,0.1048
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,65,298.887,0.0583
gemma3:4b,How do I negotiate my salary during a job offer?,23,299.746,0.1269
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,27,299.634,0.1127
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,39,299.437,0.0828
gemma3:4b,How do I write a professional follow-up email after a job in...,9,300.012,0.2958
gemma3:4b,Can you explain inflation in simple terms?,172,297.005,0.0329
gemma3:4b,Can you explain inflation in simple terms?,127,297.826,0.0382
gemma3:4b,How can I start a simple workout routine at home with no equ...,48,299.260,0.0716
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,41,299.366,0.0806
gemma3:4b,What are some tips to stay focused while studying?,43,299.358,0.0773
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,93,298.463,0.0454
gemma3:4b,What are some tips to stay focused while studying?,65,298.874,0.0585
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,90,298.504,0.0463
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,20,299.816,0.1426
gemma3:4b,How do I negotiate my salary during a job offer?,60,299.056,0.0602
gemma3:4b,How do I write a professional follow-up email after a job in...,92,298.436,0.0460
gemma3:4b,How do I negotiate my salary during a job offer?,52,299.128,0.0682
gemma3:4b,What are some fun icebreaker questions for team meetings?,23,299.721,0.1283
gemma3:4b,What's the difference between anxiety and stress?,26,299.693,0.1144
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,55,299.151,0.0641
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,23,299.757,0.1265
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,111,298.089,0.0413
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,80,298.681,0.0503
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,10,299.988,0.2678
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,12,299.930,0.2286
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,10,300.006,0.2669
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,87,298.540,0.0476
gemma3:4b,How do I negotiate my salary during a job offer?,44,299.344,0.0755
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,24,299.749,0.1219
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,3,300.120,0.8498
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,15,299.895,0.1884
gemma3:4b,How do I negotiate my salary during a job offer?,26,299.671,0.1151
gemma3:4b,Can you summarize the key points of the book Atomic Habits?,8,300.029,0.3300
gemma3:4b,How do I write a professional follow-up email after a job in...,14,299.913,0.1968
gemma3:4b,How can I start a simple workout routine at home with no equ...,7,300.068,0.3736
gemma3:4b,How do I negotiate my salary during a job offer?,70,298.880,0.0540
gemma3:4b,What are some tips to stay focused while studying?,2,300.133,1.2661
gemma3:4b,How do I negotiate my salary during a job offer?,4,300.098,0.6424
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,67,298.928,0.0558
gemma3:4b,What's a quick and healthy dinner I can make with chicken an...,4,300.096,0.6455
gemma3:4b,What's the difference between anxiety and stress?,71,298.875,0.0536
gemma3:4b,How do I write a professional follow-up email after a job in...,11,299.977,0.2448
gemma3:4b,Can you help me plan a 3-day trip to Paris on a budget?,31,299.607,0.0993
