Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.113,0.8904
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.110,0.8579
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.152,2.5154
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.144,2.5206
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.142,2.5204
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.125,1.2720
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,6,300.014,0.4426
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,4,300.067,0.6499
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,3,300.110,0.8551
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.106,0.8548
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.162,2.5044
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.148,2.5163
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.137,1.2654
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,5,300.033,0.5274
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.145,1.2626
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,4,300.081,0.6486
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.079,0.6466
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,3,300.101,0.8547
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.160,2.5055
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,6,300.021,0.4409
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.150,2.5238
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.079,0.6474
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.156,2.5108
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,6,300.029,0.4397
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,6,300.020,0.4413
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,5,300.058,0.5211
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.114,0.8509
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,6,300.025,0.4400
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.139,1.2657
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.135,1.2658
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.143,2.5233
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.078,0.6471
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.132,1.2676
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,8,300.005,0.3329
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,8,299.997,0.3336
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,5,300.085,0.5211
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,5,300.051,0.5229
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,5,300.051,0.5229
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,4,300.084,0.6447
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.099,0.6455
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,9,299.965,0.2999
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,9,299.975,0.3007
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,5,300.070,0.5188
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,5,300.058,0.5219
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,6,300.036,0.4408
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,6,300.029,0.4397
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.159,2.5035
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,4,300.095,0.6488
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,5,300.063,0.5207
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.057,0.5217
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,4,300.074,0.6484
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.125,1.2702
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,6,300.039,0.4372
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,4,300.058,0.6512
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.147,2.5174
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.150,2.5149
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.148,2.5143
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.154,2.5083
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.135,1.2672
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.127,1.2752
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,5,300.069,0.5201
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,5,300.062,0.5205
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.129,1.2671
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.122,1.2724
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,4,300.082,0.6464
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.076,0.6474
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.136,1.2692
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,8,300.003,0.3343
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,8,300.002,0.3343
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.095,0.8566
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,6,300.049,0.4362
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,6,300.045,0.4370
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,5,300.043,0.5242
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.121,1.2751
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.110,1.2769
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,7,300.002,0.3827
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,8,299.974,0.3363
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.120,1.2786
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.160,2.5079
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.161,2.5063
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.121,1.2717
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,9,299.971,0.2997
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,7,300.024,0.3776
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.095,0.8558
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.124,1.2703
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,4,300.069,0.6492
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.105,1.2798
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.136,1.2637
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.129,1.2665
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.161,2.5168
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.112,0.8516
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.073,0.6480
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,7,299.994,0.3814
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,4,300.068,0.6514
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,5,300.050,0.5234
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.152,2.5115
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.145,2.5211
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.055,0.5221
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.107,0.8538
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.111,0.8547
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.135,1.2713
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.129,1.2684
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,3,300.098,0.8611
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.084,0.6461
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,5,300.072,0.5205
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.122,1.2733
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.102,0.8567
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,4,300.086,0.6458
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,4,300.080,0.6460
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,4,300.091,0.6462
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.146,2.5192
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,303.220,0.8517
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,3,300.116,0.8547
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.104,0.8539
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.165,2.5036
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.154,2.5092
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,5,300.070,0.5222
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.115,0.8520
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.087,0.6476
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.161,2.5112
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.156,2.5148
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.115,0.8536
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.134,1.2740
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.183,2.4895
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.160,1.2636
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.159,1.2666
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.139,1.2675
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.121,1.2740
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.110,0.8597
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,5,300.065,0.5200
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.135,1.2678
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.104,0.6430
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.131,1.2651
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.146,2.5231
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.135,1.2691
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.160,2.5063
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.089,0.8588
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.091,0.8592
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.164,2.5098
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.118,1.2761
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.156,2.5104
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.122,1.2726
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.120,1.2802
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.154,2.5119
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.121,1.2715
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.104,0.8534
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.173,2.5032
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.159,2.5084
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.132,1.2661
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,4,300.076,0.6473
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,5,300.045,0.5257
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,5,300.037,0.5261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.136,1.2649
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.143,2.5217
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.135,1.2727
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.135,1.2725
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.126,1.2745
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.127,1.2706
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.156,2.5094
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.156,2.5135
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.150,2.5164
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.158,2.5088
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.147,2.5179
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.134,1.2678
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.154,2.5134
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,4,300.088,0.6500
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,2,300.140,1.2644
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.131,1.2675
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.101,0.8548
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.125,1.2714
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.165,2.5204
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.155,1.2653
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.098,0.8572
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,2,300.117,1.2733
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.160,2.5065
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.112,1.2772
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.157,2.5207
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.164,2.5049
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.136,1.2651
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,3,300.120,0.8493
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.166,2.4973
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.161,2.5070
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.155,2.5179
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.150,2.5181
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.147,2.5175
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.160,2.5193
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.140,2.5273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.174,2.5925
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,3,300.118,0.8662
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.150,2.5537
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,3,300.105,0.8684
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.169,2.5440
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.151,2.5469
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.162,2.5067
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.152,2.5145
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.131,1.2718
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.141,1.2634
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.127,1.2702
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,2,300.128,1.2706
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.166,2.5076
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.149,2.5160
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.154,2.5189
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.147,2.5200
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.092,0.8589
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.122,1.2724
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.114,1.2766
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.167,2.5227
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,4,300.077,0.6474
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,5,300.037,0.5262
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.076,0.6475
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,5,300.057,0.5243
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.158,2.5141
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.144,2.5226
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.138,1.2679
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.115,0.8510
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.153,2.5132
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,3,300.098,0.8618
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,4,300.071,0.6495
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.056,0.5228
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.113,0.8531
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,4,300.092,0.6486
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.137,1.2670
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,8,299.993,0.3342
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,8,299.984,0.3354
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,4,300.084,0.6459
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.109,0.8553
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.095,0.8572
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.158,2.5096
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.154,2.5246
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.116,1.2959
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.145,2.5240
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.108,0.8588
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.112,0.8578
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.106,0.8582
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.145,2.5289
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.253,2.5113
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.135,1.2648
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.149,2.5217
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.157,2.5142
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.138,1.2641
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.164,2.5122
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.159,2.5112
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.158,2.5131
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.046,0.5244
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,3,300.109,0.8555
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,3,300.108,0.8562
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.158,2.5109
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.156,2.5141
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.154,2.5170
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.163,2.5173
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.157,2.5275
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.146,2.5199
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,3,300.089,0.8606
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.136,1.2676
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.135,1.2658
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.141,1.2723
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,2,300.122,1.2736
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.159,2.5339
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.164,2.5032
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.142,2.5250
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.159,2.5110
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.160,2.5090
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.134,1.2668
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.135,1.2684
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.158,2.5110
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.159,2.5374
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,1,300.162,2.5147
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,7,300.003,0.3803
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.101,0.8550
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,8,300.002,0.3332
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,8,299.985,0.3350
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,8,299.974,0.3363
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,7,300.005,0.3836
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,8,299.981,0.3365
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,5,300.046,0.5235
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.154,2.5091
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.233,2.4398
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.167,2.5035
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.158,2.5062
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.144,1.2645
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.150,1.2656
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,2,300.136,1.2638
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.125,0.8477
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",6,300.019,0.4409
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",2,300.122,1.2718
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",3,300.116,0.8503
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,4,300.082,0.6465
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.159,2.5225
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",4,300.077,0.6468
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,1,300.167,2.5061
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.169,2.5108
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.141,2.5227
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.130,1.2693
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.168,2.5062
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,1,300.150,2.5148
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,1,300.151,2.5167
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,3,300.089,0.8582
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.161,2.5023
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.167,2.4978
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.165,2.5009
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.164,2.5026
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.167,1.2585
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.155,2.5121
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,5,300.054,0.5219
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,3,300.112,0.8535
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,2,300.120,1.2707
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,3,300.102,0.8534
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,4,300.072,0.6478
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,5,300.066,0.5190
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,2,300.130,1.2656
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.126,1.2729
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,1,300.136,2.5274
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.115,0.8502
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",1,300.158,2.5094
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,3,300.112,0.8534
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,1,300.184,2.4906
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,1,300.172,2.4922
