TimeSeries ID,container/network/received_bytes_count.cloud_run_revision.ALIGN_RATE.REDUCE_NONE.metric.type="run.googleapis.com/container/network/received_bytes_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization3" AND resource.labels."service_name"="ollama-llama".+60s.configuration_name:ollama-llama.location:us-central1.project_id:llm-workload-characterization3.revision_name:ollama-llama-00001-k2j.service_name:ollama-llama.kind:google,container/network/received_bytes_count.cloud_run_revision.ALIGN_RATE.REDUCE_NONE.metric.type="run.googleapis.com/container/network/received_bytes_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization3" AND resource.labels."service_name"="ollama-llama".+60s.configuration_name:ollama-llama.location:us-central1.project_id:llm-workload-characterization3.revision_name:ollama-llama-00001-k2j.service_name:ollama-llama.kind:internet,container/network/received_bytes_count.cloud_run_revision.ALIGN_RATE.REDUCE_NONE.metric.type="run.googleapis.com/container/network/received_bytes_count" resource.type="cloud_run_revision" AND resource.labels."location"="us-central1" AND resource.labels."project_id"="llm-workload-characterization3" AND resource.labels."service_name"="ollama-llama".+60s.configuration_name:ollama-llama.location:us-central1.project_id:llm-workload-characterization3.revision_name:ollama-llama-00001-k2j.service_name:ollama-llama.kind:private
Sun May 25 2025 23:25:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:26:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:27:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:28:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:29:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:30:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:31:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:32:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:33:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:34:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:35:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:36:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:37:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:38:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:39:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:40:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:41:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:42:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:43:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:44:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:45:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:46:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:47:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:48:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:49:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:50:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:51:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:52:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:53:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:54:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:55:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:56:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:57:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:58:00 GMT+0300 (GMT+03:00),0,0,0
Sun May 25 2025 23:59:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:00:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:01:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:02:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:03:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:04:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:05:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:06:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:07:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:08:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:09:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:10:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:11:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:12:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:13:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:14:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:15:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:16:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:17:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:18:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:19:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:20:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:21:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:22:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:23:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:24:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:25:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:26:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:27:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:28:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:29:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:30:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:31:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:32:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:33:00 GMT+0300 (GMT+03:00),0,0,0
Mon May 26 2025 00:34:00 GMT+0300 (GMT+03:00),0,0,0
